id,dteday,season,yr,mnth,hour,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,total,felt_temp,humidity,year,weather
1808,2011-03-21,Summer,0,3,0,0,1,1,3,7.98,0.303,0.66,26.0027,2,11,13,3.998000000000001,66.0,2011,Monday
1809,2011-03-21,Summer,0,3,1,0,1,1,2,7.98,0.303,0.71,26.0027,1,6,7,3.998000000000001,71.0,2011,Monday
1810,2011-03-21,Summer,0,3,2,0,1,1,2,7.98,0.303,0.71,22.0028,1,5,6,3.998000000000001,71.0,2011,Monday
1811,2011-03-21,Summer,0,3,3,0,1,1,2,7.98,0.303,0.71,22.0028,0,1,1,3.998000000000001,71.0,2011,Monday
1812,2011-03-21,Summer,0,3,5,0,1,1,1,7.040000000000001,0.303,0.81,19.999499999999998,1,1,2,3.998000000000001,81.0,2011,Monday
1813,2011-03-21,Summer,0,3,6,0,1,1,3,7.040000000000001,0.303,0.76,16.997899999999998,2,30,32,3.998000000000001,76.0,2011,Monday
1814,2011-03-21,Summer,0,3,7,0,1,1,3,6.1,0.2727,0.87,27.999299999999998,3,15,18,1.9982000000000006,87.0,2011,Monday
1815,2011-03-21,Summer,0,3,8,0,1,1,2,6.1,0.2727,0.87,27.999299999999998,3,95,98,1.9982000000000006,87.0,2011,Monday
1816,2011-03-21,Summer,0,3,9,0,1,1,2,7.98,0.303,0.81,22.0028,12,115,127,3.998000000000001,81.0,2011,Monday
1817,2011-03-21,Summer,0,3,10,0,1,1,2,9.86,0.3939,0.76,26.0027,17,45,62,9.997399999999999,76.0,2011,Monday
1818,2011-03-21,Summer,0,3,11,0,1,1,2,11.739999999999998,0.4242,0.71,19.999499999999998,32,47,79,11.997200000000003,71.0,2011,Monday
1819,2011-03-21,Summer,0,3,12,0,1,1,2,12.68,0.4394,0.77,16.997899999999998,25,56,81,13.000399999999999,77.0,2011,Monday
1820,2011-03-21,Summer,0,3,13,0,1,1,2,15.5,0.4848,0.63,15.001299999999999,35,77,112,15.9968,63.0,2011,Monday
1821,2011-03-21,Summer,0,3,14,0,1,1,2,17.380000000000003,0.5152,0.64,15.001299999999999,36,65,101,18.0032,64.0,2011,Monday
1822,2011-03-21,Summer,0,3,15,0,1,1,2,18.320000000000004,0.5303,0.6,15.001299999999999,41,66,107,18.9998,60.0,2011,Monday
1823,2011-03-21,Summer,0,3,16,0,1,1,2,17.380000000000003,0.5152,0.64,19.0012,29,112,141,18.0032,64.0,2011,Monday
1824,2011-03-21,Summer,0,3,17,0,1,1,2,17.380000000000003,0.5152,0.64,16.997899999999998,41,231,272,18.0032,64.0,2011,Monday
1825,2011-03-21,Summer,0,3,18,0,1,1,2,16.44,0.5,0.72,15.001299999999999,44,232,276,17.0,72.0,2011,Monday
1826,2011-03-21,Summer,0,3,19,0,1,1,1,19.259999999999998,0.5455,0.6,27.999299999999998,22,199,221,20.003,60.0,2011,Monday
1827,2011-03-21,Summer,0,3,20,0,1,1,1,18.320000000000004,0.5303,0.64,12.998000000000001,16,106,122,18.9998,64.0,2011,Monday
1828,2011-03-21,Summer,0,3,21,0,1,1,1,13.620000000000001,0.4545,0.94,12.998000000000001,12,79,91,13.997,94.0,2011,Monday
